# 游戏内文本译文（由 tools/i18n_batch.py 生成，请勿手工编辑）
#
# 覆盖对话、战斗消息、说明文字等；名称类官方译名见 zh_CN_names.txt。
# 同一原文在不同文件里含义不同时，用 @file 限定到具体文件。

"A small plot to plant\n" = "一小块可以种\n"
"A small poster with\n" = "一张小海报，\n"
"A small poster\n" = "一张小海报，\n"
"A small, gray-\n" = "一台灰色的\n"
"A snare attack that does\n" = "绊住对手，\n"
"A soft and sweet\n" = "柔软甜美的点心，\n"
"A song that inflicts damage.\n" = "用歌声攻击对手。\n"
"A soothing aroma wafted\nthrough the area!" = "清爽的香气\n弥漫开来！"
"A soothing song lulls the\n" = "舒缓的歌声\n"
"A special Ball for\n" = "用于\n"
"A special Ball that\n" = "只能在\n"
"A special Ball used\n" = "在捕虫大赛中\n"
"A special RIBBON was awarded to\nyour party POKéMON." = "你队伍中的宝可梦\n获得了特殊奖章。"
"A spine-chilling resentment.\n" = "令人胆寒的怨念，\n"
"A spine-chilling resentment\n" = "带有刺骨怨恨的攻击，\n"
"A spinning pointed part\n" = "旋转的尖刺部件，\n"
"A spy from Team Aqua!?$" = "水舰队派来的间谍！？$"
"A spy from Team Magma!?$" = "熔岩队派来的间谍！？$"
"A stabbing attack that\n" = "用尖刺突刺，\n"
"A star-shaped\n" = "星星形的\n"
"A sticky web spreads out on the\nground around {B_DEF_TEAM2} team!" = "{B_DEF_TEAM2}队伍周围的\n地上张开了黏黏网！"
"A stone containing\n" = "含有古代宝可梦\n"
"A stone tablet that\n" = "石板，\n"
"A strange beam attack that\n" = "发射奇怪的光束，\n"
"A strange ring\n" = "能够使用\n"
"A strange scale\n" = "奇怪的鳞片，\n"
"A strike with a sword.\n" = "用剑劈砍对手。\n"
"A strong attack but lowers\n" = "强力攻击，\n"
"A strong child TRAINER…\n" = "强得离谱的小孩训练家…\n"
"A strong electrical attack\n" = "强力的电击攻击，\n"
"A strong jumping kick. May\n" = "强力的跳跃踢，\n"
"A strong punch thrown with\n" = "以惊人力量打出的\n"
"A strong ray that harshly\n" = "用强力光线\n"
"A sudden blow after a cute\n" = "可爱地撒娇后\n"
"A sun-fueled strike that\n" = "以太阳之力攻击，\n"
"A supersweet aroma is wafting from\nthe syrup covering {B_ATK_NAME_WITH_PREFIX}!" = "覆盖{B_ATK_NAME_WITH_PREFIX}的糖浆\n散发出超甜的香气！"
"A sure-finalist team.$" = "肯定能进决赛的队伍。$"
"A swamp enveloped\n{B_DEF_TEAM2} team!" = "沼泽包围了\n{B_DEF_TEAM2}队伍！"
"A sweet chocolate\n" = "甜甜的巧克力，\n"
"A sweet-sounding\n" = "音色悦耳的笛子，\n"
"A swinging fist attack\n" = "挥动手臂出拳，\n"
"A tablet that ups\n" = "石板，\n"
"A team looking for its first win.$" = "渴望首胜的队伍。$"
"A team unlikely to win the tournament.$" = "夺冠希望渺茫的队伍。$"
"A team with average potential.$" = "潜力一般的队伍。$"
"A team with top-class potential.$" = "潜力顶尖的队伍。$"
"A team with very low potential.$" = "潜力很低的队伍。$"
"A thick vine dropped down!$" = "一根粗藤蔓垂了下来！$"
"A thirst-quenching\n" = "老奶奶泡的\n"
"A ticket required\n" = "乘坐\n"
"A tool used for\n" = "用来\n"
"A tool used to\n" = "寻找藏在草丛中\n"
"A toxic attack with barbs,\n" = "带毒刺的攻击，\n"
"A toy TV modeled\n" = "一台玩具电视，\n"
"A toy TV shaped like a SEEDOT.\n" = "橡实果形状的玩具电视。\n"
"A toy TV shaped like a SKITTY.\n" = "向尾喵形状的玩具电视。\n"
"A transparent device\n" = "透明的装置，\n"
"A triathlon is long. But I guess the\n" = "铁人三项很长。不过成为\n"
"A trick mat that\n" = "一块恶作剧垫子，\n"
"A trip to SLATEPORT CITY sounds\n" = "去凯那市走一趟\n"
"A twig from a tree\n" = "伽勒尔地区\n"
"A user-hurting blast of\n" = "聚集叶绿素攻击对手，\n"
"A vase made long\n" = "很久以前制作的\n"
"A very bitter herb\n" = "非常苦的药草，\n"
"A very fine nickname that hints at\n" = "非常好的昵称，\n"
"A very mystifying Berry. No telling" = "非常不可思议的树果。"
"A very rare bone.\n" = "非常稀有的骨头。\n"
"A very sweet apple\n" = "非常甜的苹果，\n"
"A very sweet drink\n" = "非常甜的饮料，\n"
"A very syrupy apple\n" = "非常黏稠的苹果，\n"
"A very tart apple\n" = "非常酸的苹果，\n"
"A very well deserved victory!$" = "这是你应得的胜利！$"
"A vivid red potted\n" = "一盆鲜艳的红色\n"
"A voucher for\n" = "可在自行车店\n"
"A wall of water is crashing down with\n" = "水墙轰然落下，\n"
"A watch which can\n" = "可以随时随地\n"
"A water jet with a high crit\n" = "水柱攻击，容易击中\n"
"A water-mark\n" = "水纹\n"
"A weak fire attack that may\n" = "微弱的火焰攻击。\n"
"A weak jolt of electricity\n" = "微弱的电流，\n"
"A weaker-than-average team.$" = "实力中下的队伍。$"
"A weird door that\n" = "一扇奇怪的\n"
"A weird saying is getting really\n" = "有句怪话正在\n"
"A well-played match leaves me feeling\n" = "一场精彩的比赛让我\n"
"A whistle used to\n" = "用来骑乘\n"
"A white apricorn.\n" = "白色的球果。\n"
"A wish that restores HP.\n" = "许愿回复HP，\n"
"A wondrous hold\n" = "不可思议的持有\n"
"A wreath made in\n" = "伽勒尔制作的花环，\n"
"A yellow apricorn.\n" = "黄色的球果。\n"
"A yellow balloon\n" = "一个黄色气球，\n"
"A yellow-colored\n" = "一块黄色的\n"
"A-H-O-Y!\n" = "A-H-O-Y！\n"
"A-\p" = "么…\p"
"A-hah! Awesome! I'm {STR_VAR_1},\n" = "啊哈！太棒了！我叫{STR_VAR_1}，\n"
"A-whoops, will you look at the time?\n" = "哎呀，看看都几点了？\n"
"A/ {COLOR GREEN}{STR_VAR_1}" = "特性 {COLOR GREEN}{STR_VAR_1}"
"AARON" = "阿柳"
"ABANDONED SHIP" = "弃船"
"ABANDONED SHIP.$" = "废弃船里面去。$"
"ABBIE" = "阿比"
"ABBY" = "阿比"
"ABILITIES" = "特性"
"ABNORMAL(NOT WORKING)" = "异常(无效)"
"ABOUT" = "关于"
"ABOVE" = "上面"
"ABRAHAM" = "亚伯拉罕"
"ABSENT" = "缺席"
"ABSOL" = "阿勃梭鲁"
"ABSOLUTELY" = "绝对"
"ACCEPT" = "接受"
"ACEROLA" = "阿塞萝拉"
"ADAPTBLTYCHARM" = "适应力护符"
"ADAPTBLTYCURSE" = "适应力诅咒"
"ADDISON" = "艾迪生"
"ADELFO" = "阿德"
"ADORABLE POKéMON…$" = "可爱的宝可梦…$"
"ADORE" = "喜爱"
"ADRIAN" = "阿德里"
"ADRIANA" = "阿德里"
"ADULT" = "大人"
"ADVANCE CUP" = "ADVANCE杯"
"ADVENTURE" = "冒险"
"ADVENTURES nowadays you know...\p" = "冒险真轻松啊…\p"
"AFTER" = "之后"
"AGATHA" = "菊子"
"AGE" = "年龄"
"AGREE" = "同意"
"AHAHA" = "啊哈哈"
"AI Info" = "AI信息"
"AI Party" = "AI队伍"
"AI Pts/Dmg" = "AI评分/伤害"
"AI delay:\n{B_BUFF1} frames" = "AI延迟：\n{B_BUFF1}帧"
"AIDEN" = "艾登"
"AIM" = "瞄准"
"AIR LOCK" = "气闸"
"AIYEEH" = "呀啊"
"AL" = "阿尔"
"ALAIN" = "阿莱"
"ALAINA" = "阿莱娜"
"ALAKAZAM" = "胡地"
"ALANA" = "阿兰娜"
"ALANN" = "阿兰"
"ALANZO" = "阿兰佐"
"ALDER" = "阿戴克"
"ALEXAS" = "阿莱萨"
"ALFONSO" = "阿方索"
"ALFRED" = "阿尔弗雷德"
"ALFREDO" = "弗雷德"
"ALICIA" = "艾丽西亚"
"ALISON" = "艾莉森"
"ALIVIA" = "阿利维"
"ALIZE" = "阿莉泽"
"ALL" = "全部"
"ALL Pokémon will be liberated!$" = "所有宝可梦都将被解放！$"
"ALL RIGHT" = "没事"
"ALLISTER" = "欧尼奥"
"ALLOW" = "允许"
"ALLOW OVERLEVLING$" = "允许等级超标$"
"ALLOW SAVE SCUM" = "允许读档作弊"
"ALLOWANCE" = "零用钱"
"ALLY" = "盟友"
"ALMOST" = "几乎"
"ALOLA$" = "阿罗拉$"
"ALONDRA" = "阿隆德"
"ALONE" = "独自"
"ALONZO" = "阿隆佐"
"ALSO" = "也"
"ALT. COLOR" = "异色"
"ALTARIA" = "七夕青鸟"
"ALTERING CAVE" = "变化洞窟"
"ALTHOUGH" = "虽然"
"ALWAYS" = "总是"
"AM" = "是"
"AMANDA" = "阿曼达"
"AMARA" = "阿玛拉"
"AMARI" = "阿玛丽"
"AMBER" = "安柏"
"AMELIA" = "艾米莉"
"AMELIE" = "阿梅"
"AMIRA" = "阿米"
"AMORPHOUS" = "不定形"
"AMPHAROS" = "电龙"
"AMUSING" = "有趣"
"AMY: Aww, boo!\n" = "艾米：呜呜，讨厌！\n"
"AMY: I'm AMY.\n" = "艾米：我是艾米。\n"
"AMY: Uh-oh, we lost.$" = "艾米：哎呀，我们输了。$"
"AMY: Uh-oh, you have only one\n" = "艾米：哎呀，你只有一只\n"
"AMY: You have to think about all\n" = "艾米：同时和两个训练家\n"
"AN" = "一个"
"ANCIENT TOMB" = "古代坟墓"
"AND" = "而且"
"ANDRE" = "安德烈"
"ANDY" = "安迪"
"ANGER" = "愤怒"
"ANGERS" = "激怒"
"ANGRY" = "生气"
"ANIME" = "动画"
"ANIYA" = "阿妮娅"
"ANN" = "安"
"ANNA: I can't keep losing in front of\n" = "安娜：我不能老在后辈\n"
"ANNA: I couldn't get into the groove.$" = "安娜：我没找到状态。$"
"ANNA: I'm with my pretty junior student\n" = "安娜：和可爱的学妹搭档一起，\n"
"ANNA: If you want to battle us,\n" = "安娜：想和我们打的话，\n"
"ANNA: We can't take this lying down!\n" = "安娜：我们可不能就这么认输！\n"
"ANNA: Your POKéMON have some good\n" = "安娜：你的宝可梦\n"
"ANNABELL" = "安娜贝尔"
"ANNE" = "安妮"
"ANNIE" = "安妮"
"ANNOUNCER: Hello! Today, we'll get tips\n" = "播音员：大家好！今天我们来学\n"
"ANNOUNCER: I see…\p" = "播音员：原来如此…\p"
"ANNOUNCER: It's incredible!\n" = "播音员：太厉害了！\n"
"ANOTHER" = "另一个"
"ANSGAR" = "安斯"
"ANSLEY" = "安斯利"
"ANTICIPATION" = "期待"
"ANTON" = "安东"
"ANTONIO" = "安东尼"
"ANY" = "任何"
"ANYA" = "安雅"
"ANYWHERE" = "任何地方"
"APOLOGIZE" = "道歉"
"APPEAR" = "出现"
"APPEARS" = "出现"
"APPRECIATE" = "感激"
"APPROVED" = "批准"
"AQUA                    " = "海洋队"
"AQUA HIDEOUT" = "海洋队藏身处"
"ARE" = "是"
"AREN'T" = "不是"
"ARENA TRAP" = "沙穴"
"ARENA TYCOON" = "竞技场大君"
"ARIANNA" = "阿丽安"
"ARIELLE" = "阿丽尔"
"ARLIE" = "阿莉"
"ARMANDO" = "阿曼多"
"ARNIE" = "阿尼"
"ARNOLD" = "阿诺德"
"AROMA LADY" = "香氛姐姐"
"AROUND" = "周围"
"ARRGH" = "啊呃"
"ARTHUR" = "亚瑟"
"ARTICUNO" = "急冻鸟"
"ARTISAN CAVE" = "工匠之穴"
"ARTURO" = "阿图"
"ARVEN" = "派帕"
"AS" = "作为"
"AS IF" = "好像"
"AS MUCH AS" = "尽量"
"ASHLYN" = "艾什琳"
"ASHTEN" = "阿什顿"
"ASSISTANT" = "助手"
"ASSISTANT: Do you want to disable\n" = "ASSISTANT: 要关闭\n"
"ASSISTANT: Do you want to enable\n" = "ASSISTANT: 要为下次冒险\n"
"ASSISTANT: I can enabled SEEDED mode\n" = "ASSISTANT: 我可以为你的\n"
"ASSISTANT: OK.\n" = "ASSISTANT: 好的。\n"
"ASSISTANT: Oh.\n" = "ASSISTANT: 哦。\n"
"ASSISTANT: Please select the SEED\n" = "ASSISTANT: 请选择种子\n"
"ASSISTANT: The settings back here are\n" = "ASSISTANT: 这里的设置\n"
"ASTRID" = "阿丝"
"AT" = "在"
"ATK" = "攻击"
"ATK {POKEBLOCK}" = "攻击{POKEBLOCK}"
"AUDIE" = "奥迪"
"AUNT" = "阿姨"
"AUSTYN" = "奥斯汀"
"AUTO MOVE CURSE" = "自动出招诅咒"
"AVA" = "艾娃"
"AVANT GARDE" = "前卫"
"AVERAGE$" = "普通$"
"AVERY" = "艾弗里"
"AWAY" = "远方"
"AWESOME" = "太棒了"
"AWESOME TRAINER”\p" = "厉害的训练家”\p"
"AWFUL" = "糟糕"
"AWFULLY" = "极其"
"AWW" = "嗷呜"
"AYDEN" = "艾登"
"AZURILL" = "露力丽"
"AZURILL$" = "露力丽$"
"Aaanndddd-\p" = "而且…\p"
"Aaarrrgh! It bolted loose!\n" = "啊啊啊！它挣脱跑掉了！\n"
"Aardvark" = "土豚"
"Aargh!\nAlmost had it!" = "啊！\n就差一点了！"
"Abandoned Ship." = "废弃船里。"
"Abbie" = "阿比"
"Abigail" = "阿比盖尔"
"Abilities" = "特性"
"Ability" = "特性"
"Ability changes are\n" = "特性的替换\n"
"Ability into the target's." = "与对手的特性互换。"
"Ability/ {COLOR GREEN}{STR_VAR_1}" = "特性 {COLOR GREEN}{STR_VAR_1}"
"Ability/ {COLOR RED}{STR_VAR_1}" = "特性 {COLOR RED}{STR_VAR_1}"
"AbilityNum: {STR_VAR_3}{CLEAR_TO 90}\n{STR_VAR_1}{CLEAR_TO 90}\n{CLEAR_TO 90}\n{STR_VAR_2}{CLEAR_TO 90}" = "特性编号: {STR_VAR_3}{CLEAR_TO 90}\n{STR_VAR_1}{CLEAR_TO 90}\n{CLEAR_TO 90}\n{STR_VAR_2}{CLEAR_TO 90}"
"Abiu" = "黄晶果"
"Abnormal" = "异常"
"Abomasnow to Mega\n" = "暴雪王在对战中\n"
"About me losing… Please keep it secret!$" = "我输了的事…请保密！$"
"Abra Mastery" = "凯西精通"
"Abra line in your\l" = "凯西进化系的\l"
"Absol Mastery" = "阿勃梭鲁精通"
"Absol line in your\l" = "阿勃梭鲁进化系的\l"
"Absol to Mega\n" = "阿勃梭鲁在对战中\n"
"Absorbs electricity in one turn,\n" = "第一回合吸收电力，\n"
"Absorbs half the damage\n" = "吸取造成伤害的一半，\n"
"Absorbs light in one turn,\n" = "第1回合吸收光线，\n"
"Absorbs stockpiled power\n" = "吸收蓄积的力量，\n"
"Absorbs sunlight in\n" = "第1回合吸收阳光，\n"
"Abundance" = "丰饶"
"Accept my challenge anytime!$" = "随时接下我的挑战吧！$"
"Accept my challenge!$" = "接受我的挑战吧！$"
"Accept this Pokémon battle!$" = "接下这场宝可梦对战吧！$"
"Access PC" = "打开电脑"
"Access various new\n" = "可前往各种新的\n"
"Accessed {PLAYER}'s PC.$" = "已访问{PLAYER}的电脑。$"
"Accidents happen when you're not\n" = "没有准备的话\n"
"According to the ENERGY GURU, he\n" = "据能源大师说，他的\n"
"Accurate" = "精确"
"Ace" = "艾斯"
"Acerola" = "针叶樱桃"
"Achah!\n" = "啊哈！\n"
"Acid Downpour" = "强酸剧毒灭绝雨"
"Ack! Why, you…\n" = "咳！你这家伙…\n"
"Ackee" = "阿开木果"
"Acorn" = "橡实"
"Acting badly, attacks. Sets\n" = "用恶作剧张设屏障，\n"
"Active Quests" = "进行中任务"
"Acts like under sun." = "效果如同大晴天。"
"Actually incredibly skilled.\p" = "其实强得惊人。\p"
"Actually, I know a fainted POKéMON\n" = "其实我知道倒下的宝可梦\n"
"Actually, I'm more worried if you're\n" = "其实我更担心你\n"
"Actually, I'm no. {STR_VAR_2}! Here goes!$" = "其实我是第{STR_VAR_2}号！开始吧！$"
"Adam" = "亚当"
"Adamant" = "固执"
"AdaptbltyCharm" = "适应力护符"
"AdaptbltyCurse" = "适应力诅咒"
"Adapter is not connected properly.\p" = "适配器没有正确连接。\p"
"Addie" = "艾迪"
"Adds an effect to\n" = "根据所在地点\n"
"Adds an extra Day\n" = "增加一个额外的\n"
"Adds the user and foe's HP,\n" = "把自己的ＨＰ与对手相加，\n"
"Adios!$" = "再见！$"
"Adjust teams/moves from very casual to\n" = "把队伍与招式从休闲\n"
"Adjust the rate and quality of\n" = "调整传说遭遇的\n"
"Adjusts power favorably." = "根据对手调整力量。"
"Adjusts quality, quantity and strength\n" = "调整所有训练家的\n"
"Admiral" = "提督"
"Adrenaline Orb" = "胆怯球"
"Adventure" = "冒险"
"Adventure Flag" = "冒险旗"
"Adventure Replay" = "冒险回放"
"Adventure Stats" = "冒险统计"
"Adventure and return to\l" = "冒险并返回\l"
"Adventure and\l" = "并\l"
"Adventure for you!$" = "冒险吧！$"
"Adventure for you, so that you can\l" = "帮你记住一次过去的冒险，\l"
"Adventure has been reloaded.\p" = "冒险已重新载入。\p"
"Adventure in Multiplayer?$" = "多人冒险吗？$"
"Adventure of yours.\p" = "的那次冒险。\p"
"Adventure right now.\p" = "出发去冒险。\p"
"Adventure settings again, please do\l" = "冒险设置，随时来\l"
"Adventure the contents of your bag\l" = "你背包中的物品\l"
"Adventure with your Pokemon.$" = "和宝可梦继续赢下去吧。$"
"Adventure you'll be able to find it in\l" = "捕获了异色宝可梦，\l"
"Adventure!$" = "一切顺利！$"
"Adventure!\p" = "冒险！\p"
"Adventure, catch\l" = "冒险中，捕捉\l"
"Adventure, visit\l" = "冒险中，造访\l"
"Adventure, when you return, you'll\l" = "等你回来时，你会\l"
"Adventure, win a\l" = "冒险中，赢得\l"
"Adventure, you should also take this.$" = "冒险前，你也应该带上这个。$"
"Adventure, you should take this.$" = "冒险前，你应该带上这个。$"
"Adventure, {PLAYER}.$" = "冒险顺利，{PLAYER}。$"
"Adventure,\l" = "冒险中，\l"
"Adventure.$" = "冒险。$"
"Adventure.\n" = "生效。\n"
"Adventure.\p" = "冒险。\p"
"Adventure?$" = "冒险吗？$"
"Adventures and share them with you!$" = "并把它们分享给你！$"
"Adventures and\l" = "进入冒险并\l"
"Adventures await beyond this point...$" = "前方等待着冒险…$"
"Adventures can be\n" = "冒险能够被\n"
"Adventures for you and a friend!$" = "多人冒险！$"
"Adventures work?$" = "冒险是怎么进行的吗？$"
"Adventures!$" = "冒险！$"
"Adventures, if you'd like.$" = "如果你愿意的话。$"
"Adventures.$" = "冒险。$"
"Adventures.\p" = "暂时重置。\p"
"Adventure…$" = "冒险…$"
"Adventuring to double check your\l" = "使用它，随时确认你的\l"
"Advice is what I have to give, and it is\n" = "我要给的是建议，\n"
"Aerodactyl Mastery" = "化石翼龙精通"
"Aerodactyl line in\l" = "化石翼龙进化系\l"
"Aerodactyl to Mega\n" = "化石翼龙在对战中\n"
"Aesthetics" = "美学"
"Affected by how well the\n" = "受前一个宝可梦的\n"
"Affection FX" = "亲密特效"
"Affects terrain when hit." = "被击中时改变场地。"
"After I lost to you, I learned a bunch\n" = "输给你之后，我学到了\n"
"After I showed you my round inner\n" = "我好不容易给你看了\n"
"After RUSTURF TUNNEL went\n" = "卡绿隧道打通之后，\n"
"After a battle, I always" = "对战之后，我总会"
"After a great curry, I feel like I've got\n" = "吃过美味的咖喱，\n"
"After a string of wins, the pair finally\n" = "连胜之后，这对组合最终\n"
"After all I've done to get here,\n" = "我费尽千辛万苦才走到这里，\n"
"After all, I have plenty of money.$" = "毕竟我有的是钱。$"
"After all, it gave me the chance to meet\n" = "毕竟它让我有机会\n"
"After all, it's the POKéMON that\n" = "毕竟该被夸奖的\n"
"After all, my expertise is in\n" = "毕竟我的专长是\n"
"After all, {STR_VAR_2}'s a great item!$" = "毕竟{STR_VAR_2}是件好道具！$"
"After being hit, foes can\n" = "被击中后，对手\n"
"After every battle you win, you may\n" = "每赢一场，你都可以\n"
"After fainting an opposing {PKMN} you will be\n" = "打倒对手{PKMN}后，\n"
"After fainting an opposing {PKMN}, you will\n" = "打倒对手{PKMN}后，\n"
